Member Number,Animal Type,Animal Name,Gender,D.o.B,Primary Breed,Purpose,Status (if Cow),Acquisition,farming Type,Feeding & Milking Habits,Feed Type,Photograph Ref.
01037,Cattle,Scribe,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
01042,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01051,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01052,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01056,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01063,Cattle,Rironi Kanini,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01065,Cattle,Duma,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01079,Cattle,Bater,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01083,Cattle,Motho,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01085,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01086,Cattle,Kamandura,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
01090,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01091,Cattle,Justina,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01095,Cattle,Reddi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01097,Cattle,Runana,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01114,Cattle,Justice,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01117,Cattle,Hellena,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01118,Cattle,Karendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01119,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01120,Cattle,Junior,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01123,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01124,Cattle,Kamburu,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
01126,Cattle,Amo 34,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
01127,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01129,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01142,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01146,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01147,Cattle,Mary,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01149,Cattle,Tharuni ,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01151,Cattle,Rironi Kanini,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01152,Cattle,Duma,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01160,Cattle,Bater,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01163,Cattle,Motho,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
01164,Cattle,Junior,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01175,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01179,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01181,Cattle,Buster,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01190,Cattle,July,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01191,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01193,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01196,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01202,Cattle,Champion,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01205,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01206,Cattle,Butter,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
01207,Cattle,Galaher,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
01208,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01217,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01218,Cattle,Kendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01219,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01221,Cattle,Buster,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01223,Cattle,July,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01233,Cattle,Valentine,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01235,Cattle,Suzzana,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01236,Cattle,Tintin,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01239,Cattle,Champion,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
01240,Cattle,Papaya,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01242,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01243,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01247,Cattle,Pamela,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01253,Cattle,Justice,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01255,Cattle,Tele,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01256,Cattle,Tomboy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01260,Cattle,Mischief,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01261,Cattle,Jennifer,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01263,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01267,Cattle,Jata,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
01268,Cattle,Kamburu,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
01269,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01270,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01274,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01275,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01276,Cattle,Security,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01280,Cattle,Mary,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01283,Cattle,Tharuni ,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01284,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01289,Cattle,Duma,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01290,Cattle,Bater,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
01291,Cattle,Motho,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01292,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01293,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01295,Cattle,Mwai,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01300,Cattle,Galaher,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01303,Cattle,Pamela,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01311,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01312,Cattle,Tele,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01313,Cattle,Tomboy,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01315,Cattle,Mischief,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01326,Cattle,Jennifer,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
01330,Cattle,Junior,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
01331,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01336,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01337,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01339,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01348,Cattle,Scribe,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01350,Cattle,Good Boy,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01351,Cattle,Security,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01352,Cattle,Mary,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01354,Cattle,Tharuni ,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01358,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
01362,Cattle,Duma,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01370,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01371,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01372,Cattle,Junior,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01373,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01378,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01387,Cattle,Justina,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01388,Cattle,Reddi,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01392,Cattle,Runana,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01395,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01400,Cattle,Hellena,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
01403,Cattle,Karendi,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
01406,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01408,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01417,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01426,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01428,Cattle,Amo 34,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01429,Cattle,Rark,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01438,Cattle,Scribe,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01441,Cattle,Good Boy,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01450,Cattle,Security,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01452,Cattle,Mary,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
01455,Cattle,Tharuni ,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01459,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01462,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01467,Cattle,Bater,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01471,Cattle,Motho,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01472,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01475,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01483,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01486,Cattle,Buster,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01494,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01497,Cattle,Valentine,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
01498,Cattle,Suzzana,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
01507,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01508,Cattle,Justina,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01513,Cattle,Reddi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01517,Cattle,Runana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01522,Cattle,Justice,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01525,Cattle,Hellena,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01527,Cattle,Karendi,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01534,Cattle,Jennifer,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01535,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01553,Cattle,Jata,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
01555,Cattle,Kamburu,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01557,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01565,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01572,Cattle,Scribe,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01582,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01584,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01585,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01586,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01587,Cattle,Rironi Kanini,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01588,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01591,Cattle,Bater,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
01592,Cattle,Motho,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
01595,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01598,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01600,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01602,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01603,Cattle,July,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01604,Cattle,Valentine,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01605,Cattle,Suzzana,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01608,Cattle,Tintin,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01610,Cattle,Champion,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01611,Cattle,Papaya,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
01616,Cattle,Butter,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01619,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01620,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01622,Cattle,Junior,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01623,Cattle,Kendi,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01624,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01626,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01627,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01629,Cattle,Valentine,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01630,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01631,Cattle,Tintin,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
01632,Cattle,Champion,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
01637,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01640,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01641,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01644,Cattle,Pamela,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01652,Cattle,Justice,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01653,Cattle,Tele,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01654,Cattle,Tomboy,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01664,Cattle,Mischief,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01670,Cattle,Jennifer,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01671,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
01676,Cattle,Jata,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01677,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01679,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01683,Cattle,Rark,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01684,Cattle,Scribe,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01686,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01691,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01692,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01701,Cattle,Tharuni ,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01702,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01707,Cattle,Duma,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
01708,Cattle,Bater,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
01709,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01710,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01714,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01718,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01721,Cattle,Justina,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01725,Cattle,Reddi,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01727,Cattle,Runana,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01733,Cattle,Justice,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01735,Cattle,Hellena,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01740,Cattle,Karendi,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
01745,Cattle,Jennifer,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01747,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01748,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01755,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01757,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01765,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01768,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01769,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01774,Cattle,Security,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01781,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01782,Cattle,Tharuni ,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
01790,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
01792,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01793,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01794,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01796,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01797,Cattle,Kamandura,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01802,Cattle,Mwai,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01803,Cattle,Buster,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01804,Cattle,July,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01806,Cattle,Valentine,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
01808,Cattle,Suzzana,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
01809,Cattle,Tintin,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01810,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01812,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01813,Cattle,Butter,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01818,Cattle,Galaher,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01819,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01820,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01824,Cattle,Kendi,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
01826,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
01828,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
01830,Cattle,July,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
