Type,Date,Member Number,Class,Amount
Credit Sale,08.07.2010,01867,AIServices,"1,500.00"
Credit Sale,08.07.2010,02048,Store Credit,295.00
Credit Sale,08.07.2010,02090,Store Credit,"1,895.00"
Credit Sale,08.07.2010,02250,Store Credit,"1,190.00"
Credit Sale,08.07.2010,02298,Store Credit,170.00
Credit Sale,08.07.2010,02360,Store Credit,295.00
Credit Sale,08.07.2010,02380,Store Credit,"3,750.00"
Credit Sale,08.07.2010,02440,Store Credit,"1,420.00"
Credit Sale,08.07.2010,02496,AIServices,600.00
Credit Sale,08.07.2010,02729,Store Credit,"1,770.00"
Credit Sale,08.07.2010,02782,AIServices,600.00
Credit Sale,08.07.2010,02852,Store Credit,"1,250.00"
Credit Sale,08.07.2010,02874,AIServices,600.00
Credit Sale,08.07.2010,02976,Store Credit,"1,610.00"
Credit Sale,08.07.2010,03006,Store Credit,"6,395.00"
Credit Sale,08.07.2010,03008,Clinical Services,"3,500.00"
Credit Sale,08.07.2010,03019,Store Credit,"1,590.00"
Credit Sale,09.07.2010,00585,Clinical Services,300.00
Credit Sale,09.07.2010,01258,Store Credit,350.00
Credit Sale,09.07.2010,01526,Store Credit,350.00
Credit Sale,09.07.2010,01587,Store Credit,"1,770.00"
Credit Sale,09.07.2010,01717,AIServices,600.00
Credit Sale,09.07.2010,01763,Store Credit,350.00
Credit Sale,09.07.2010,01922,Store Credit,785.00
Credit Sale,09.07.2010,01955,Store Credit,"1,420.00"
Credit Sale,09.07.2010,02105,Store Credit,"1,420.00"
Credit Sale,09.07.2010,02197,Store Credit,"1,420.00"
Credit Sale,09.07.2010,02210,Store Credit,770.00
Credit Sale,09.07.2010,02332,Store Credit,"1,185.00"
Credit Sale,09.07.2010,02478,Store Credit,700.00
Credit Sale,09.07.2010,02499,Store Credit,120.00
Credit Sale,09.07.2010,02515,Store Credit,785.00
Credit Sale,09.07.2010,02633,AIServices,600.00
Credit Sale,09.07.2010,02961,Store Credit,"1,100.00"
Credit Sale,09.07.2010,03008,Store Credit,"1,770.00"
Credit Sale,09.07.2010,03149,Store Credit,400.00
Credit Sale,09.07.2010,03184,Store Credit,"1,715.00"
Credit Sale,09.07.2010,03188,Clinical Services,"2,700.00"
Credit Sale,10.07.2010,00381,Store Credit,"1,420.00"
Credit Sale,10.07.2010,00515,Store Credit,350.00
Credit Sale,10.07.2010,00924,Store Credit,129.00
Credit Sale,10.07.2010,01054,Store Credit,350.00
Credit Sale,10.07.2010,01070,Store Credit,"1,800.00"
Credit Sale,10.07.2010,01163,Store Credit,"1,950.00"
Credit Sale,10.07.2010,01342,Store Credit,129.00
Credit Sale,10.07.2010,01597,Store Credit,"16,500.00"
Credit Sale,10.07.2010,01846,AIServices,"1,500.00"
Credit Sale,10.07.2010,01937,Store Credit,"3,135.00"
Credit Sale,10.07.2010,01967,Store Credit,"1,590.00"
Credit Sale,10.07.2010,02062,Clinical Services,400.00
Credit Sale,10.07.2010,02170,Store Credit,"4,260.00"
Credit Sale,10.07.2010,02276,Store Credit,"1,485.00"
Credit Sale,10.07.2010,02478,Store Credit,295.00
Credit Sale,10.07.2010,02633,Store Credit,129.00
Credit Sale,10.07.2010,02745,Store Credit,350.00
Credit Sale,10.07.2010,02911,Clinical Services,"1,200.00"
Credit Sale,10.07.2010,02966,Store Credit,590.00
Credit Sale,10.07.2010,03192,Store Credit,129.00
Credit Sale,11.07.2010,00002,AIServices,"1,500.00"
Credit Sale,11.07.2010,01878,Store Credit,785.00
Credit Sale,11.07.2010,01959,Store Credit,"1,420.00"
Credit Sale,11.07.2010,02533,Store Credit,785.00
Credit Sale,11.07.2010,03086,Store Credit,"1,190.00"
Credit Sale,12.07.2010,00194,Store Credit,"1,100.00"
Credit Sale,12.07.2010,00292,Store Credit,785.00
Credit Sale,12.07.2010,00499,Clinical Services,"1,100.00"
Credit Sale,12.07.2010,00934,Store Credit,350.00
Credit Sale,12.07.2010,01012,Store Credit,800.00
Credit Sale,12.07.2010,01109,Store Credit,"1,065.00"
Credit Sale,12.07.2010,01122,Store Credit,"1,579.00"
Credit Sale,12.07.2010,01136,Store Credit,"2,520.00"
Credit Sale,12.07.2010,01533,Store Credit,424.00
Credit Sale,12.07.2010,01728,Store Credit,"2,200.00"
Credit Sale,12.07.2010,01864,Store Credit,"3,729.00"
Credit Sale,12.07.2010,01864,Store Credit,"1,715.00"
Credit Sale,12.07.2010,01998,Store Credit,"1,420.00"
Credit Sale,12.07.2010,02018,Store Credit,"1,750.00"
Credit Sale,12.07.2010,02018,AIServices,"1,500.00"
Credit Sale,12.07.2010,02197,Store Credit,129.00
Credit Sale,12.07.2010,02310,Store Credit,"3,750.00"
Credit Sale,12.07.2010,02357,Store Credit,800.00
Credit Sale,12.07.2010,02380,Store Credit,"3,750.00"
Credit Sale,12.07.2010,02435,Store Credit,"1,420.00"
Credit Sale,12.07.2010,02496,Store Credit,"3,570.00"
Credit Sale,12.07.2010,02673,Store Credit,435.00
Credit Sale,12.07.2010,02700,Store Credit,300.00
Credit Sale,12.07.2010,02904,Store Credit,"3,055.00"
Credit Sale,12.07.2010,02946,Store Credit,"2,520.00"
Credit Sale,12.07.2010,03000,Store Credit,738.00
Credit Sale,12.07.2010,03062,Store Credit,"1,000.00"
Credit Sale,12.07.2010,03145,Store Credit,"1,420.00"
Credit Sale,12.07.2010,03182,Store Credit,295.00
Credit Sale,12.07.2010,03188,AIServices,"1,500.00"
Credit Sale,13.07.2010,00010,Store Credit,"2,120.00"
Credit Sale,13.07.2010,00055,Store Credit,"3,555.00"
Credit Sale,13.07.2010,00056,Store Credit,"1,420.00"
Credit Sale,13.07.2010,00109,Clinical Services,"1,700.00"
Credit Sale,13.07.2010,00160,Store Credit,"1,420.00"
Credit Sale,13.07.2010,00320,Store Credit,785.00
Credit Sale,13.07.2010,00428,Store Credit,600.00
Credit Sale,13.07.2010,00635,Store Credit,"2,020.00"
Credit Sale,13.07.2010,00934,Store Credit,218.00
Credit Sale,13.07.2010,01182,Store Credit,"1,420.00"
Credit Sale,13.07.2010,01421,Store Credit,"2,840.00"
Credit Sale,13.07.2010,01460,Store Credit,"1,540.00"
Credit Sale,13.07.2010,01520,Store Credit,350.00
Credit Sale,13.07.2010,01596,Store Credit,"1,100.00"
Credit Sale,13.07.2010,01763,Store Credit,"1,420.00"
Credit Sale,13.07.2010,01820,AIServices,"1,000.00"
Credit Sale,13.07.2010,01865,Store Credit,"1,420.00"
Credit Sale,13.07.2010,01901,Store Credit,"1,420.00"
Credit Sale,13.07.2010,01992,Store Credit,"2,840.00"
Credit Sale,13.07.2010,02114,Store Credit,"1,715.00"
Credit Sale,13.07.2010,02145,Store Credit,"1,715.00"
Credit Sale,13.07.2010,02276,Store Credit,193.00
Credit Sale,13.07.2010,02425,Store Credit,"1,135.00"
Credit Sale,13.07.2010,02454,Store Credit,400.00
Credit Sale,13.07.2010,02540,AIServices,"1,000.00"
Credit Sale,13.07.2010,02583,Clinical Services,800.00
Credit Sale,13.07.2010,02795,Store Credit,785.00
Credit Sale,13.07.2010,02836,Store Credit,"1,135.00"
Credit Sale,13.07.2010,02855,Clinical Services,800.00
Credit Sale,13.07.2010,02858,Store Credit,"1,420.00"
Credit Sale,13.07.2010,02874,AIServices,"1,000.00"
Credit Sale,13.07.2010,02882,AIServices,"1,000.00"
Credit Sale,13.07.2010,02891,Store Credit,"1,420.00"
Credit Sale,13.07.2010,02892,Store Credit,"4,610.00"
Credit Sale,13.07.2010,02911,Store Credit,"5,245.00"
Credit Sale,13.07.2010,03100,Store Credit,350.00
Credit Sale,14.07.2010,00502,Store Credit,950.00
Credit Sale,14.07.2010,00768,Store Credit,"2,520.00"
Credit Sale,14.07.2010,00960,Store Credit,"2,840.00"
Credit Sale,14.07.2010,01022,Store Credit,"1,100.00"
Credit Sale,14.07.2010,01364,Store Credit,"1,545.00"
Credit Sale,14.07.2010,01582,Store Credit,129.00
Credit Sale,14.07.2010,01612,Store Credit,"3,620.00"
Credit Sale,14.07.2010,01647,Store Credit,"2,570.00"
Credit Sale,14.07.2010,01799,Store Credit,130.00
Credit Sale,14.07.2010,02062,Store Credit,"1,990.00"
Credit Sale,14.07.2010,02078,Store Credit,"1,420.00"
Credit Sale,14.07.2010,02120,Store Credit,129.00
Credit Sale,14.07.2010,02184,Store Credit,785.00
Credit Sale,14.07.2010,02277,Store Credit,"1,570.00"
Credit Sale,14.07.2010,02603,Store Credit,"1,420.00"
Credit Sale,14.07.2010,02633,Store Credit,"1,485.00"
Credit Sale,14.07.2010,02846,Store Credit,"1,458.00"
Credit Sale,14.07.2010,02852,AIServices,"1,500.00"
Credit Sale,14.07.2010,02892,Clinical Services,500.00
Credit Sale,14.07.2010,03165,Store Credit,"1,820.00"
Credit Sale,15.07.2010,00314,Store Credit,130.00
Credit Sale,15.07.2010,00577,Store Credit,"1,450.00"
Credit Sale,15.07.2010,00605,Store Credit,823.00
Credit Sale,15.07.2010,00630,Store Credit,"2,520.00"
Credit Sale,15.07.2010,00687,Store Credit,"1,135.00"
Credit Sale,15.07.2010,00995,Store Credit,"1,420.00"
Credit Sale,15.07.2010,01258,Store Credit,295.00
Credit Sale,15.07.2010,01342,Store Credit,785.00
Credit Sale,15.07.2010,01589,Store Credit,"1,135.00"
Credit Sale,15.07.2010,01628,Store Credit,"1,770.00"
Credit Sale,15.07.2010,01905,Store Credit,"2,020.00"
Credit Sale,15.07.2010,01984,AIServices,600.00
Credit Sale,15.07.2010,01988,Store Credit,800.00
Credit Sale,15.07.2010,01998,AIServices,"1,000.00"
Credit Sale,15.07.2010,02226,Store Credit,"1,715.00"
Credit Sale,15.07.2010,02276,Store Credit,"1,420.00"
Credit Sale,15.07.2010,02380,Store Credit,"3,750.00"
Credit Sale,15.07.2010,02429,AIServices,600.00
Credit Sale,15.07.2010,02440,Store Credit,715.00
Credit Sale,15.07.2010,02691,Store Credit,129.00
Credit Sale,15.07.2010,02713,Store Credit,370.00
Credit Sale,15.07.2010,02782,Store Credit,"1,770.00"
Credit Sale,15.07.2010,02876,Clinical Services,"1,200.00"
Credit Sale,15.07.2010,03149,Store Credit,"1,420.00"
Credit Sale,16.07.2010,00045,Clinical Services,600.00
Credit Sale,16.07.2010,00095,AIServices,600.00
Credit Sale,16.07.2010,00109,AIServices,"2,100.00"
Credit Sale,16.07.2010,00203,Store Credit,"2,520.00"
Credit Sale,16.07.2010,00298,Store Credit,"1,055.00"
Credit Sale,16.07.2010,00318,Store Credit,"1,370.00"
Credit Sale,16.07.2010,00361,Store Credit,"2,150.00"
Credit Sale,16.07.2010,00363,Store Credit,295.00
Credit Sale,16.07.2010,00375,Store Credit,270.00
Credit Sale,16.07.2010,00407,Store Credit,270.00
Credit Sale,16.07.2010,00585,Clinical Services,700.00
Credit Sale,16.07.2010,00605,Store Credit,"1,225.00"
Credit Sale,16.07.2010,00655,Store Credit,"2,470.00"
Credit Sale,16.07.2010,00699,AIServices,600.00
Credit Sale,16.07.2010,00749,Store Credit,463.00
Credit Sale,16.07.2010,01054,Store Credit,770.00
Credit Sale,16.07.2010,01118,Store Credit,"1,420.00"
Credit Sale,16.07.2010,01152,Store Credit,"1,715.00"
Credit Sale,16.07.2010,01167,Store Credit,"2,230.00"
Credit Sale,16.07.2010,01224,Store Credit,"1,783.00"
Credit Sale,16.07.2010,01385,Store Credit,"1,250.00"
Credit Sale,16.07.2010,01523,Store Credit,"1,420.00"
Credit Sale,16.07.2010,01528,Store Credit,"1,767.00"
Credit Sale,16.07.2010,01699,Store Credit,120.00
Credit Sale,16.07.2010,01784,Store Credit,"1,420.00"
Credit Sale,16.07.2010,01827,Store Credit,350.00
Credit Sale,16.07.2010,02213,Store Credit,350.00
Credit Sale,16.07.2010,02298,Store Credit,400.00
Credit Sale,16.07.2010,02612,Store Credit,700.00
Credit Sale,16.07.2010,02745,Store Credit,"1,420.00"
Credit Sale,16.07.2010,02838,Store Credit,"1,715.00"
Credit Sale,16.07.2010,02961,Store Credit,"1,420.00"
Credit Sale,16.07.2010,03081,Store Credit,350.00
Credit Sale,16.07.2010,03149,Store Credit,129.00
Credit Sale,17.07.2010,00025,Store Credit,"1,710.00"
Credit Sale,17.07.2010,00043,Store Credit,"1,420.00"
Credit Sale,17.07.2010,00055,Store Credit,950.00
Credit Sale,17.07.2010,00057,Store Credit,"1,420.00"
Credit Sale,17.07.2010,00152,Store Credit,800.00
Credit Sale,17.07.2010,00240,Store Credit,"1,420.00"
Credit Sale,17.07.2010,00264,Store Credit,"1,600.00"
Credit Sale,17.07.2010,00266,Store Credit,350.00
Credit Sale,17.07.2010,00844,Store Credit,400.00
Credit Sale,17.07.2010,00998,Store Credit,490.00
Credit Sale,17.07.2010,01107,Store Credit,"2,500.00"
Credit Sale,17.07.2010,01295,Store Credit,400.00
Credit Sale,17.07.2010,01505,Store Credit,350.00
Credit Sale,17.07.2010,01587,Store Credit,"1,420.00"
Credit Sale,17.07.2010,01865,Store Credit,190.00
Credit Sale,17.07.2010,01952,Store Credit,"2,640.00"
Credit Sale,17.07.2010,02035,Store Credit,"1,500.00"
Credit Sale,17.07.2010,02048,Store Credit,400.00
Credit Sale,17.07.2010,02062,Clinical Services,"1,100.00"
Credit Sale,17.07.2010,02085,AIServices,600.00
Credit Sale,17.07.2010,02113,Store Credit,323.00
Credit Sale,17.07.2010,02120,Store Credit,"1,100.00"
Credit Sale,17.07.2010,02136,Store Credit,"2,713.00"
Credit Sale,17.07.2010,02161,Store Credit,"3,200.00"
Credit Sale,17.07.2010,02406,AIServices,800.00
Credit Sale,17.07.2010,02496,Store Credit,300.00
Credit Sale,17.07.2010,02633,Store Credit,129.00
Credit Sale,17.07.2010,02633,Store Credit,"1,200.00"
Credit Sale,17.07.2010,02722,Store Credit,270.00
Credit Sale,17.07.2010,02911,Clinical Services,300.00
Credit Sale,17.07.2010,02911,Clinical Services,700.00
Credit Sale,17.07.2010,03006,Store Credit,516.00
Credit Sale,17.07.2010,03188,Store Credit,413.00
Credit Sale,18.07.2010,00380,Store Credit,"1,420.00"
Credit Sale,18.07.2010,00440,Store Credit,290.00
Credit Sale,18.07.2010,00706,AIServices,"1,000.00"
Credit Sale,18.07.2010,00763,AIServices,600.00
Credit Sale,18.07.2010,01526,Store Credit,130.00
Credit Sale,18.07.2010,01896,Store Credit,785.00
Credit Sale,18.07.2010,02604,Store Credit,140.00
Credit Sale,18.07.2010,02745,Store Credit,540.00
Credit Sale,18.07.2010,02855,Store Credit,"1,715.00"
Credit Sale,18.07.2010,02882,Store Credit,540.00
Credit Sale,19.07.2010,00045,Store Credit,"1,358.00"
Credit Sale,19.07.2010,00060,Store Credit,129.00
Credit Sale,19.07.2010,00329,Store Credit,"1,100.00"
Credit Sale,19.07.2010,00339,Store Credit,"2,350.00"
Credit Sale,19.07.2010,00650,Store Credit,715.00
Credit Sale,19.07.2010,01060,Store Credit,940.00
Credit Sale,19.07.2010,01110,Store Credit,55.00
Credit Sale,19.07.2010,01122,AIServices,"1,000.00"
Credit Sale,19.07.2010,01167,Store Credit,295.00
Credit Sale,19.07.2010,01252,Store Credit,"3,395.00"
Credit Sale,19.07.2010,01488,Store Credit,"4,260.00"
Credit Sale,19.07.2010,01568,AIServices,600.00
Credit Sale,19.07.2010,01748,Clinical Services,"2,300.00"
Credit Sale,19.07.2010,01795,Store Credit,"2,640.00"
Credit Sale,19.07.2010,01867,Store Credit,940.00
Credit Sale,19.07.2010,02113,Store Credit,"1,420.00"
Credit Sale,19.07.2010,02380,Store Credit,"3,750.00"
Credit Sale,19.07.2010,02604,Store Credit,800.00
Credit Sale,19.07.2010,02633,Clinical Services,650.00
Credit Sale,19.07.2010,02664,Store Credit,"1,100.00"
Credit Sale,19.07.2010,02850,Store Credit,"1,720.00"
Credit Sale,19.07.2010,02852,Store Credit,"1,540.00"
Credit Sale,19.07.2010,02957,Store Credit,"3,355.00"
Credit Sale,19.07.2010,02983,Store Credit,"1,420.00"
Credit Sale,20.07.2010,00045,Store Credit,"1,420.00"
Credit Sale,20.07.2010,00048,Store Credit,"1,250.00"
Credit Sale,20.07.2010,00108,Store Credit,350.00
Credit Sale,20.07.2010,00233,Clinical Services,"2,390.00"
Credit Sale,20.07.2010,00236,Clinical Services,"1,100.00"
Credit Sale,20.07.2010,00423,Store Credit,"1,100.00"
Credit Sale,20.07.2010,00428,Store Credit,"4,480.00"
Credit Sale,20.07.2010,00428,Store Credit,"1,160.00"
Credit Sale,20.07.2010,00706,Store Credit,300.00
Credit Sale,20.07.2010,00757,Store Credit,129.00
Credit Sale,20.07.2010,00834,Store Credit,"1,715.00"
Credit Sale,20.07.2010,01030,Store Credit,508.00
Credit Sale,20.07.2010,01060,Store Credit,340.00
Credit Sale,20.07.2010,01124,AIServices,600.00
Credit Sale,20.07.2010,01165,AIServices,"1,500.00"
Credit Sale,20.07.2010,01265,Store Credit,"1,420.00"
Credit Sale,20.07.2010,01306,Store Credit,"1,420.00"
Credit Sale,20.07.2010,01342,Store Credit,790.00
Credit Sale,20.07.2010,01377,Store Credit,"1,100.00"
Credit Sale,20.07.2010,01464,Store Credit,"1,420.00"
Credit Sale,20.07.2010,01529,Store Credit,290.00
Credit Sale,20.07.2010,01695,Store Credit,650.00
Credit Sale,20.07.2010,01905,Store Credit,"2,550.00"
Credit Sale,20.07.2010,01915,Store Credit,"1,550.00"
Credit Sale,20.07.2010,01937,Clinical Services,"1,960.00"
Credit Sale,20.07.2010,01952,Store Credit,129.00
Credit Sale,20.07.2010,01988,Store Credit,130.00
Credit Sale,20.07.2010,02021,Clinical Services,"1,200.00"
Credit Sale,20.07.2010,02086,Store Credit,"1,420.00"
Credit Sale,20.07.2010,02177,Store Credit,"1,420.00"
Credit Sale,20.07.2010,02380,Clinical Services,900.00
Credit Sale,20.07.2010,02384,AIServices,"1,000.00"
Credit Sale,20.07.2010,02490,Store Credit,"1,710.00"
Credit Sale,20.07.2010,02533,Store Credit,"1,250.00"
Credit Sale,20.07.2010,02583,Store Credit,"4,600.00"
Credit Sale,20.07.2010,02583,Store Credit,580.00
Credit Sale,20.07.2010,02751,Store Credit,120.00
Credit Sale,20.07.2010,02795,Store Credit,290.00
Credit Sale,20.07.2010,02966,Store Credit,270.00
Credit Sale,20.07.2010,02998,Store Credit,"1,100.00"
Credit Sale,20.07.2010,03006,Store Credit,"1,320.00"
Credit Sale,20.07.2010,03062,Store Credit,650.00
Credit Sale,20.07.2010,03124,Store Credit,193.00
Credit Sale,21.07.2010,00234,Store Credit,560.00
Credit Sale,21.07.2010,00428,Store Credit,650.00
Credit Sale,21.07.2010,00577,Store Credit,"1,390.00"
Credit Sale,21.07.2010,01124,AIServices,600.00
Credit Sale,21.07.2010,01628,Store Credit,"1,720.00"
Credit Sale,21.07.2010,01752,Store Credit,"1,100.00"
Credit Sale,21.07.2010,01975,AIServices,"1,500.00"
Credit Sale,21.07.2010,01994,Store Credit,"2,840.00"
Credit Sale,21.07.2010,02018,Store Credit,"2,700.00"
Credit Sale,21.07.2010,02046,Store Credit,220.00
Credit Sale,21.07.2010,02078,Store Credit,190.00
Credit Sale,21.07.2010,02170,Store Credit,120.00
Credit Sale,21.07.2010,02336,Store Credit,120.00
Credit Sale,21.07.2010,02483,Store Credit,"1,420.00"
Credit Sale,21.07.2010,02581,AIServices,600.00
Credit Sale,21.07.2010,02724,Store Credit,"1,193.00"
Credit Sale,21.07.2010,02782,AIServices,"1,000.00"
Credit Sale,21.07.2010,02850,AIServices,"1,500.00"
Credit Sale,21.07.2010,02859,Store Credit,290.00
Credit Sale,21.07.2010,02882,Store Credit,"1,420.00"
Credit Sale,21.07.2010,02892,Clinical Services,400.00
Credit Sale,22.07.2010,00051,Store Credit,"1,420.00"
Credit Sale,22.07.2010,00302,Store Credit,320.00
Credit Sale,22.07.2010,00502,Store Credit,120.00
Credit Sale,22.07.2010,00687,Store Credit,920.00
Credit Sale,22.07.2010,00710,Clinical Services,550.00
Credit Sale,22.07.2010,00763,Store Credit,"1,420.00"
Credit Sale,22.07.2010,00778,Store Credit,"1,250.00"
Credit Sale,22.07.2010,00934,AIServices,600.00
Credit Sale,22.07.2010,01167,Store Credit,580.00
Credit Sale,22.07.2010,01274,AIServices,600.00
Credit Sale,22.07.2010,01295,Store Credit,120.00
Credit Sale,22.07.2010,01516,Store Credit,875.00
Credit Sale,22.07.2010,01728,Store Credit,"1,229.00"
Credit Sale,22.07.2010,01744,Store Credit,"1,420.00"
Credit Sale,22.07.2010,01849,Store Credit,300.00
Credit Sale,22.07.2010,01867,Store Credit,129.00
Credit Sale,22.07.2010,01952,AIServices,600.00
Credit Sale,22.07.2010,01994,Store Credit,"1,420.00"
Credit Sale,22.07.2010,02010,Store Credit,760.00
Credit Sale,22.07.2010,02092,Store Credit,"3,100.00"
Credit Sale,22.07.2010,02119,AIServices,600.00
Credit Sale,22.07.2010,02197,Store Credit,270.00
Credit Sale,22.07.2010,02276,Store Credit,"1,420.00"
Credit Sale,22.07.2010,02364,Store Credit,"1,100.00"
Credit Sale,22.07.2010,02380,Store Credit,"3,750.00"
Credit Sale,22.07.2010,02412,Store Credit,"2,164.00"
Credit Sale,22.07.2010,02478,Store Credit,"1,710.00"
Credit Sale,22.07.2010,02522,Store Credit,"1,420.00"
Credit Sale,22.07.2010,02836,Store Credit,290.00
Credit Sale,22.07.2010,02888,Store Credit,"1,420.00"
Credit Sale,22.07.2010,02979,Store Credit,120.00
Credit Sale,23.07.2010,00844,Store Credit,"1,390.00"
Credit Sale,23.07.2010,00952,Store Credit,"1,100.00"
Credit Sale,23.07.2010,00957,Store Credit,"1,390.00"
Credit Sale,23.07.2010,01022,Store Credit,650.00
Credit Sale,23.07.2010,01071,Store Credit,"1,420.00"
Credit Sale,23.07.2010,01077,Store Credit,"3,733.00"
Credit Sale,23.07.2010,01124,AIServices,600.00
Credit Sale,23.07.2010,01340,Store Credit,"1,100.00"
Credit Sale,23.07.2010,01421,Store Credit,"1,420.00"
Credit Sale,23.07.2010,01516,Store Credit,290.00
Credit Sale,23.07.2010,01712,Store Credit,"1,720.00"
Credit Sale,23.07.2010,01905,AIServices,"1,500.00"
Credit Sale,23.07.2010,01959,Store Credit,"1,420.00"
Credit Sale,23.07.2010,01959,Store Credit,120.00
Credit Sale,23.07.2010,02034,Store Credit,460.00
Credit Sale,23.07.2010,02170,Store Credit,"1,420.00"
Credit Sale,23.07.2010,02895,Store Credit,300.00
Credit Sale,23.07.2010,02899,Store Credit,"1,710.00"
Credit Sale,23.07.2010,03100,Store Credit,250.00
Credit Sale,23.07.2010,03140,Store Credit,650.00
Credit Sale,23.07.2010,03188,Store Credit,"2,070.00"
Credit Sale,24.07.2010,00026,Store Credit,120.00
Credit Sale,24.07.2010,00029,Store Credit,770.00
Credit Sale,24.07.2010,00311,Store Credit,"2,920.00"
Credit Sale,24.07.2010,00380,AIServices,600.00
Credit Sale,24.07.2010,01060,AIServices,"1,000.00"
Credit Sale,24.07.2010,01153,Store Credit,129.00
Credit Sale,24.07.2010,01226,Store Credit,290.00
Credit Sale,24.07.2010,01310,Store Credit,"1,250.00"
Credit Sale,24.07.2010,01582,Clinical Services,"1,200.00"
