Type,Date,Member Number,Class,Route,Amount,,
Credit Sale,06.07.2010,02855,Store Credit,R004,300.00,,
Credit Sale,06.07.2010,02899,Store Credit,R014,350.00,,
Credit Sale,06.07.2010,02911,Clinical Services,,"1,300.00",,
Credit Sale,06.07.2010,02961,Store Credit,R025,"1,250.00",,
Credit Sale,06.07.2010,03078,Store Credit,R002,"1,100.00",,
Credit Sale,06.07.2010,03086,Store Credit,R019,"1,443.00",,
Credit Sale,06.07.2010,03092,Store Credit,R004,350.00,,
Credit Sale,07.07.2010,00195,Store Credit,R002,"1,579.00",,
Credit Sale,07.07.2010,00428,Store Credit,R009,700.00,,
Credit Sale,07.07.2010,00486,Store Credit,R020,190.00,,
Credit Sale,07.07.2010,01030,Store Credit,R004,"1,100.00",,
Credit Sale,07.07.2010,01310,Store Credit,R002,"2,500.00",,
Credit Sale,07.07.2010,01342,Store Credit,R017,"1,100.00",,
Credit Sale,07.07.2010,01385,AIServices,,600.00,,
Credit Sale,07.07.2010,01516,Store Credit,R003,800.00,,
Credit Sale,07.07.2010,01520,Store Credit,R009,845.00,,
Credit Sale,07.07.2010,01580,Store Credit,R001,"1,800.00",,
Credit Sale,07.07.2010,01580,Store Credit,R001,185.00,,
Credit Sale,07.07.2010,01619,Store Credit,R017,785.00,,
Credit Sale,07.07.2010,01621,Store Credit,R028,130.00,,
Credit Sale,07.07.2010,01639,Store Credit,R017,785.00,,
Credit Sale,07.07.2010,01695,Store Credit,R017,785.00,,
Credit Sale,07.07.2010,01732,Store Credit,R017,270.00,,
Credit Sale,07.07.2010,01749,Store Credit,R001,"1,850.00",,
Credit Sale,07.07.2010,01784,Store Credit,R005,"1,610.00",,
Credit Sale,07.07.2010,01867,Store Credit,R002,300.00,,
Credit Sale,07.07.2010,01885,Store Credit,R017,785.00,,
Credit Sale,07.07.2010,01905,Store Credit,R009,700.00,,
Credit Sale,07.07.2010,02018,Clinical Services,,"1,300.00",,
Credit Sale,07.07.2010,02062,Store Credit,R007,193.00,,
Credit Sale,07.07.2010,02177,Store Credit,R016,"1,420.00",,
Credit Sale,07.07.2010,02300,Store Credit,R017,"1,390.00",,
Credit Sale,07.07.2010,02338,Store Credit,R020,"1,420.00",,
Credit Sale,07.07.2010,02434,Store Credit,R001,295.00,,
Credit Sale,07.07.2010,02619,Store Credit,R001,190.00,,
Credit Sale,07.07.2010,02633,Store Credit,R001,"3,050.00",,
Credit Sale,07.07.2010,02808,Store Credit,R017,295.00,,
Credit Sale,07.07.2010,02870,Store Credit,R019,120.00,,
Credit Sale,07.07.2010,02892,Store Credit,R028,400.00,,
Credit Sale,07.07.2010,02895,Store Credit,R028,490.00,,
Credit Sale,07.07.2010,02943,Store Credit,R002,"1,950.00",,
Credit Sale,07.07.2010,03006,Store Credit,R017,"2,355.00",,
Credit Sale,07.07.2010,03006,Clinical Services,,500.00,,
Credit Sale,07.07.2010,03048,Store Credit,R014,350.00,,
Credit Sale,07.07.2010,03061,Store Credit,R001,"1,500.00",,
Credit Sale,07.07.2010,03071,Store Credit,R011,"2,200.00",,
Credit Sale,08.07.2010,00002,Clinical Services,,"1,200.00",,
Credit Sale,08.07.2010,00002,AIServices,,"1,500.00",,
Credit Sale,08.07.2010,00045,Store Credit,R014,"2,360.00",,
Credit Sale,08.07.2010,00234,Store Credit,R001,120.00,,
Credit Sale,08.07.2010,00236,Store Credit,R022,400.00,,
Credit Sale,08.07.2010,00236,Store Credit,R022,350.00,,
Credit Sale,08.07.2010,00318,Store Credit,R023,"3,020.00",,
Credit Sale,08.07.2010,00434,AIServices,,"1,000.00",,
Credit Sale,08.07.2010,00440,Store Credit,R014,350.00,,
Credit Sale,08.07.2010,00499,Clinical Services,,800.00,,
Credit Sale,08.07.2010,00585,AIServices,,600.00,,
Credit Sale,08.07.2010,00643,AIServices,,600.00,,
Credit Sale,08.07.2010,00751,Store Credit,R001,"1,370.00",,
Credit Sale,08.07.2010,00844,Store Credit,R003,"1,500.00",,
Credit Sale,08.07.2010,00913,AIServices,,600.00,,
Credit Sale,08.07.2010,01167,Store Credit,R001,800.00,,
Credit Sale,08.07.2010,01252,Store Credit,R001,950.00,,
Credit Sale,08.07.2010,01254,Store Credit,R023,400.00,,
Credit Sale,08.07.2010,01495,AIServices,,600.00,,
Credit Sale,08.07.2010,01556,AIServices,,"1,000.00",,
Credit Sale,08.07.2010,01698,Store Credit,R006,350.00,,
Credit Sale,08.07.2010,01752,Store Credit,R022,218.00,,
Credit Sale,08.07.2010,01867,AIServices,,"1,500.00",,
Credit Sale,08.07.2010,02048,Store Credit,R001,295.00,,
Credit Sale,08.07.2010,02090,Store Credit,R002,"1,895.00",,
Credit Sale,08.07.2010,02250,Store Credit,R019,"1,190.00",,
Credit Sale,08.07.2010,02298,Store Credit,R001,170.00,,
Credit Sale,08.07.2010,02360,Store Credit,R004,295.00,,
Credit Sale,08.07.2010,02380,Store Credit,R002,"3,750.00",,
Credit Sale,08.07.2010,02440,Store Credit,R005,"1,420.00",,
Credit Sale,08.07.2010,02496,AIServices,,600.00,,
Credit Sale,08.07.2010,02729,Store Credit,R002,"1,770.00",,
Credit Sale,08.07.2010,02782,AIServices,,600.00,,
Credit Sale,08.07.2010,02852,Store Credit,R002,"1,250.00",,
Credit Sale,08.07.2010,02874,AIServices,,600.00,,
Credit Sale,08.07.2010,02976,Store Credit,R020,"1,610.00",,
Credit Sale,08.07.2010,03006,Store Credit,R001,"6,395.00",,
Credit Sale,08.07.2010,03008,Clinical Services,,"3,500.00",,
Credit Sale,08.07.2010,03019,Store Credit,R022,"1,590.00",,
Credit Sale,09.07.2010,00585,Clinical Services,,300.00,,
Credit Sale,09.07.2010,01258,Store Credit,R004,350.00,,
Credit Sale,09.07.2010,01526,Store Credit,R028,350.00,,
Credit Sale,09.07.2010,01587,Store Credit,R006,"1,770.00",,
Credit Sale,09.07.2010,01717,AIServices,,600.00,,
Credit Sale,09.07.2010,01763,Store Credit,R004,350.00,,
Credit Sale,09.07.2010,01922,Store Credit,R028,785.00,,
Credit Sale,09.07.2010,01955,Store Credit,R009,"1,420.00",,
Credit Sale,09.07.2010,02105,Store Credit,R015,"1,420.00",,
Credit Sale,09.07.2010,02197,Store Credit,R002,"1,420.00",,
Credit Sale,09.07.2010,02210,Store Credit,R004,770.00,,
Credit Sale,09.07.2010,02332,Store Credit,R007,"1,185.00",,
Credit Sale,09.07.2010,02478,Store Credit,R028,700.00,,
Credit Sale,09.07.2010,02499,Store Credit,R019,120.00,,
Credit Sale,09.07.2010,02515,Store Credit,R012,785.00,,
Credit Sale,09.07.2010,02633,AIServices,,600.00,,
Credit Sale,09.07.2010,02961,Store Credit,R025,"1,100.00",,
Credit Sale,09.07.2010,03008,Store Credit,R006,"1,770.00",,
Credit Sale,09.07.2010,03149,Store Credit,R007,400.00,,
Credit Sale,09.07.2010,03184,Store Credit,R015,"1,715.00",,
Credit Sale,09.07.2010,03188,Clinical Services,,"2,700.00",,
Credit Sale,10.07.2010,00381,Store Credit,R015,"1,420.00",,
Credit Sale,10.07.2010,00515,Store Credit,R017,350.00,,
Credit Sale,10.07.2010,00924,Store Credit,R017,129.00,,
Credit Sale,10.07.2010,01054,Store Credit,R004,350.00,,
Credit Sale,10.07.2010,01070,Store Credit,R002,"1,800.00",,
Credit Sale,10.07.2010,01163,Store Credit,R020,"1,950.00",,
Credit Sale,10.07.2010,01342,Store Credit,R017,129.00,,
Credit Sale,10.07.2010,01597,Store Credit,R001,"16,500.00",,
Credit Sale,10.07.2010,01846,AIServices,,"1,500.00",,
Credit Sale,10.07.2010,01937,Store Credit,R009,"3,135.00",,
Credit Sale,10.07.2010,01967,Store Credit,R009,"1,590.00",,
Credit Sale,10.07.2010,02062,Clinical Services,,400.00,,
Credit Sale,10.07.2010,02170,Store Credit,R009,"4,260.00",,
Credit Sale,10.07.2010,02276,Store Credit,R028,"1,485.00",,
Credit Sale,10.07.2010,02478,Store Credit,R028,295.00,,
Credit Sale,10.07.2010,02633,Store Credit,R017,129.00,,
Credit Sale,10.07.2010,02745,Store Credit,R028,350.00,,
Credit Sale,10.07.2010,02911,Clinical Services,,"1,200.00",,
Credit Sale,10.07.2010,02966,Store Credit,R017,590.00,,
Credit Sale,10.07.2010,03192,Store Credit,R017,129.00,,
Credit Sale,11.07.2010,00002,AIServices,,"1,500.00",,
Credit Sale,11.07.2010,01878,Store Credit,R012,785.00,,
Credit Sale,11.07.2010,01959,Store Credit,R016,"1,420.00",,
Credit Sale,11.07.2010,02533,Store Credit,R007,785.00,,
Credit Sale,11.07.2010,03086,Store Credit,R019,"1,190.00",,
Credit Sale,12.07.2010,00194,Store Credit,R002,"1,100.00",,
Credit Sale,12.07.2010,00292,Store Credit,R017,785.00,,
Credit Sale,12.07.2010,00499,Clinical Services,,"1,100.00",,
Credit Sale,12.07.2010,00934,Store Credit,R002,350.00,,
Credit Sale,12.07.2010,01012,Store Credit,R002,800.00,,
Credit Sale,12.07.2010,01109,Store Credit,R004,"1,065.00",,
Credit Sale,12.07.2010,01122,Store Credit,R002,"1,579.00",,
Credit Sale,12.07.2010,01136,Store Credit,R001,"2,520.00",,
Credit Sale,12.07.2010,01533,Store Credit,R002,424.00,,
Credit Sale,12.07.2010,01728,Store Credit,R002,"2,200.00",,
Credit Sale,12.07.2010,01864,Store Credit,R002,"3,729.00",,
Credit Sale,12.07.2010,01864,Store Credit,R002,"1,715.00",,
Credit Sale,12.07.2010,01998,Store Credit,R006,"1,420.00",,
Credit Sale,12.07.2010,02018,Store Credit,R006,"1,750.00",,
Credit Sale,12.07.2010,02018,AIServices,,"1,500.00",,
Credit Sale,12.07.2010,02197,Store Credit,R017,129.00,,
Credit Sale,12.07.2010,02310,Store Credit,R002,"3,750.00",,
Credit Sale,12.07.2010,02357,Store Credit,R002,800.00,,
Credit Sale,12.07.2010,02380,Store Credit,R002,"3,750.00",,
Credit Sale,12.07.2010,02435,Store Credit,R006,"1,420.00",,
Credit Sale,12.07.2010,02496,Store Credit,R019,"3,570.00",,
Credit Sale,12.07.2010,02673,Store Credit,R007,435.00,,
Credit Sale,12.07.2010,02700,Store Credit,R004,300.00,,
Credit Sale,12.07.2010,02904,Store Credit,R017,"3,055.00",,
Credit Sale,12.07.2010,02946,Store Credit,R011,"2,520.00",,
Credit Sale,12.07.2010,03000,Store Credit,R007,738.00,,
Credit Sale,12.07.2010,03062,Store Credit,R011,"1,000.00",,
Credit Sale,12.07.2010,03145,Store Credit,R002,"1,420.00",,
Credit Sale,12.07.2010,03182,Store Credit,R007,295.00,,
Credit Sale,12.07.2010,03188,AIServices,,"1,500.00",,
Credit Sale,13.07.2010,00010,Store Credit,R009,"2,120.00",,
Credit Sale,13.07.2010,00055,Store Credit,R009,"3,555.00",,
Credit Sale,13.07.2010,00056,Store Credit,R003,"1,420.00",,
Credit Sale,13.07.2010,00109,Clinical Services,,"1,700.00",,
Credit Sale,13.07.2010,00160,Store Credit,R009,"1,420.00",,
Credit Sale,13.07.2010,00320,Store Credit,R028,785.00,,
Credit Sale,13.07.2010,00428,Store Credit,R009,600.00,,
Credit Sale,13.07.2010,00635,Store Credit,R011,"2,020.00",,
Credit Sale,13.07.2010,00934,Store Credit,R002,218.00,,
Credit Sale,13.07.2010,01182,Store Credit,R016,"1,420.00",,
Credit Sale,13.07.2010,01421,Store Credit,R009,"2,840.00",,
Credit Sale,13.07.2010,01460,Store Credit,R003,"1,540.00",,
Credit Sale,13.07.2010,01520,Store Credit,R009,350.00,,
Credit Sale,13.07.2010,01596,Store Credit,R002,"1,100.00",,
Credit Sale,13.07.2010,01763,Store Credit,R004,"1,420.00",,
Credit Sale,13.07.2010,01820,AIServices,,"1,000.00",,
Credit Sale,13.07.2010,01865,Store Credit,R004,"1,420.00",,
Credit Sale,13.07.2010,01901,Store Credit,R004,"1,420.00",,
Credit Sale,13.07.2010,01992,Store Credit,R001,"2,840.00",,
Credit Sale,13.07.2010,02114,Store Credit,R009,"1,715.00",,
Credit Sale,13.07.2010,02145,Store Credit,R001,"1,715.00",,
Credit Sale,13.07.2010,02276,Store Credit,R028,193.00,,
Credit Sale,13.07.2010,02425,Store Credit,R017,"1,135.00",,
Credit Sale,13.07.2010,02454,Store Credit,R001,400.00,,
Credit Sale,13.07.2010,02540,AIServices,,"1,000.00",,
Credit Sale,13.07.2010,02583,Clinical Services,,800.00,,
Credit Sale,13.07.2010,02795,Store Credit,R028,785.00,,
Credit Sale,13.07.2010,02836,Store Credit,R028,"1,135.00",,
Credit Sale,13.07.2010,02855,Clinical Services,,800.00,,
Credit Sale,13.07.2010,02858,Store Credit,R028,"1,420.00",,
Credit Sale,13.07.2010,02874,AIServices,,"1,000.00",,
Credit Sale,13.07.2010,02882,AIServices,,"1,000.00",,
Credit Sale,13.07.2010,02891,Store Credit,R005,"1,420.00",,
Credit Sale,13.07.2010,02892,Store Credit,R028,"4,610.00",,
Credit Sale,13.07.2010,02911,Store Credit,R001,"5,245.00",,
Credit Sale,13.07.2010,03100,Store Credit,R009,350.00,,
Credit Sale,14.07.2010,00502,Store Credit,R009,950.00,,
Credit Sale,14.07.2010,00768,Store Credit,R022,"2,520.00",,
Credit Sale,14.07.2010,00960,Store Credit,R012,"2,840.00",,
Credit Sale,14.07.2010,01022,Store Credit,R011,"1,100.00",,
Credit Sale,14.07.2010,01364,Store Credit,R002,"1,545.00",,
Credit Sale,14.07.2010,01582,Store Credit,R017,129.00,,
Credit Sale,14.07.2010,01612,Store Credit,R002,"3,620.00",,
Credit Sale,14.07.2010,01647,Store Credit,R002,"2,570.00",,
Credit Sale,14.07.2010,01799,Store Credit,R006,130.00,,
Credit Sale,14.07.2010,02062,Store Credit,R007,"1,990.00",,
Credit Sale,14.07.2010,02078,Store Credit,R009,"1,420.00",,
Credit Sale,14.07.2010,02120,Store Credit,R022,129.00,,
Credit Sale,14.07.2010,02184,Store Credit,R017,785.00,,
Credit Sale,14.07.2010,02277,Store Credit,R028,"1,570.00",,
Credit Sale,14.07.2010,02603,Store Credit,R028,"1,420.00",,
Credit Sale,14.07.2010,02633,Store Credit,R017,"1,485.00",,
Credit Sale,14.07.2010,02846,Store Credit,R012,"1,458.00",,
Credit Sale,14.07.2010,02852,AIServices,,"1,500.00",,
Credit Sale,14.07.2010,02892,Clinical Services,,500.00,,
Credit Sale,14.07.2010,03165,Store Credit,R003,"1,820.00",,
Credit Sale,15.07.2010,00314,Store Credit,R002,130.00,,
Credit Sale,15.07.2010,00577,Store Credit,R002,"1,450.00",,
Credit Sale,15.07.2010,00605,Store Credit,R001,823.00,,
Credit Sale,15.07.2010,00630,Store Credit,R011,"2,520.00",,
Credit Sale,15.07.2010,00687,Store Credit,R017,"1,135.00",,
Credit Sale,15.07.2010,00995,Store Credit,R020,"1,420.00",,
Credit Sale,15.07.2010,01258,Store Credit,R004,295.00,,
Credit Sale,15.07.2010,01342,Store Credit,R017,785.00,,
Credit Sale,15.07.2010,01589,Store Credit,R017,"1,135.00",,
Credit Sale,15.07.2010,01628,Store Credit,R011,"1,770.00",,
Credit Sale,15.07.2010,01905,Store Credit,R009,"2,020.00",,
Credit Sale,15.07.2010,01984,AIServices,,600.00,,
Credit Sale,15.07.2010,01988,Store Credit,R002,800.00,,
Credit Sale,15.07.2010,01998,AIServices,,"1,000.00",,
Credit Sale,15.07.2010,02226,Store Credit,R020,"1,715.00",,
Credit Sale,15.07.2010,02276,Store Credit,R028,"1,420.00",,
Credit Sale,15.07.2010,02380,Store Credit,R002,"3,750.00",,
Credit Sale,15.07.2010,02429,AIServices,,600.00,,
Credit Sale,15.07.2010,02440,Store Credit,R005,715.00,,
Credit Sale,15.07.2010,02691,Store Credit,R017,129.00,,
Credit Sale,15.07.2010,02713,Store Credit,R004,370.00,,
Credit Sale,15.07.2010,02782,Store Credit,R006,"1,770.00",,
Credit Sale,15.07.2010,02876,Clinical Services,,"1,200.00",,
Credit Sale,15.07.2010,03149,Store Credit,R007,"1,420.00",,
Credit Sale,16.07.2010,00045,Clinical Services,,600.00,,
Credit Sale,16.07.2010,00095,AIServices,,600.00,,
Credit Sale,16.07.2010,00109,AIServices,,"2,100.00",,
Credit Sale,16.07.2010,00203,Store Credit,R014,"2,520.00",,
Credit Sale,16.07.2010,00298,Store Credit,R028,"1,055.00",,
Credit Sale,16.07.2010,00318,Store Credit,R023,"1,370.00",,
Credit Sale,16.07.2010,00361,Store Credit,R006,"2,150.00",,
Credit Sale,16.07.2010,00363,Store Credit,R004,295.00,,
Credit Sale,16.07.2010,00375,Store Credit,R028,270.00,,
Credit Sale,16.07.2010,00407,Store Credit,R028,270.00,,
Credit Sale,16.07.2010,00585,Clinical Services,,700.00,,
Credit Sale,16.07.2010,00605,Store Credit,R023,"1,225.00",,
Credit Sale,16.07.2010,00655,Store Credit,R005,"2,470.00",,
Credit Sale,16.07.2010,00699,AIServices,,600.00,,
Credit Sale,16.07.2010,00749,Store Credit,R028,463.00,,
Credit Sale,16.07.2010,01054,Store Credit,R004,770.00,,
Credit Sale,16.07.2010,01118,Store Credit,R002,"1,420.00",,
Credit Sale,16.07.2010,01152,Store Credit,R009,"1,715.00",,
Credit Sale,16.07.2010,01167,Store Credit,R001,"2,230.00",,
Credit Sale,16.07.2010,01224,Store Credit,R003,"1,783.00",,
Credit Sale,16.07.2010,01385,Store Credit,R002,"1,250.00",,
Credit Sale,16.07.2010,01523,Store Credit,R006,"1,420.00",,
Credit Sale,16.07.2010,01528,Store Credit,R004,"1,767.00",,
Credit Sale,16.07.2010,01699,Store Credit,R011,120.00,,
Credit Sale,16.07.2010,01784,Store Credit,R005,"1,420.00",,
Credit Sale,16.07.2010,01827,Store Credit,R002,350.00,,
Credit Sale,16.07.2010,02213,Store Credit,R002,350.00,,
Credit Sale,16.07.2010,02298,Store Credit,R001,400.00,,
Credit Sale,16.07.2010,02612,Store Credit,R007,700.00,,
Credit Sale,16.07.2010,02745,Store Credit,R028,"1,420.00",,
Credit Sale,16.07.2010,02838,Store Credit,R019,"1,715.00",,
Credit Sale,16.07.2010,02961,Store Credit,R001,"1,420.00",,
Credit Sale,16.07.2010,03081,Store Credit,R011,350.00,,
Credit Sale,16.07.2010,03149,Store Credit,R007,129.00,,
Credit Sale,17.07.2010,00025,Store Credit,R004,"1,710.00",,
Credit Sale,17.07.2010,00043,Store Credit,R022,"1,420.00",,
Credit Sale,17.07.2010,00055,Store Credit,R009,950.00,,
Credit Sale,17.07.2010,00057,Store Credit,R006,"1,420.00",,
Credit Sale,17.07.2010,00152,Store Credit,R002,800.00,,
Credit Sale,17.07.2010,00240,Store Credit,R004,"1,420.00",,
Credit Sale,17.07.2010,00264,Store Credit,R002,"1,600.00",,
Credit Sale,17.07.2010,00266,Store Credit,R002,350.00,,
Credit Sale,17.07.2010,00844,Store Credit,R003,400.00,,
Credit Sale,17.07.2010,00998,Store Credit,R017,490.00,,
Credit Sale,17.07.2010,01107,Store Credit,R002,"2,500.00",,
Credit Sale,17.07.2010,01295,Store Credit,R003,400.00,,
Credit Sale,17.07.2010,01505,Store Credit,R004,350.00,,
Credit Sale,17.07.2010,01587,Store Credit,R006,"1,420.00",,
Credit Sale,17.07.2010,01865,Store Credit,R004,190.00,,
Credit Sale,17.07.2010,01952,Store Credit,R007,"2,640.00",,
Credit Sale,17.07.2010,02035,Store Credit,R001,"1,500.00",,
Credit Sale,17.07.2010,02048,Store Credit,R001,400.00,,
Credit Sale,17.07.2010,02062,Clinical Services,,"1,100.00",,
Credit Sale,17.07.2010,02085,AIServices,,600.00,,
Credit Sale,17.07.2010,02113,Store Credit,R006,323.00,,
Credit Sale,17.07.2010,02120,Store Credit,R022,"1,100.00",,
Credit Sale,17.07.2010,02136,Store Credit,R011,"2,713.00",,
Credit Sale,17.07.2010,02161,Store Credit,R002,"3,200.00",,
Credit Sale,17.07.2010,02406,AIServices,,800.00,,
Credit Sale,17.07.2010,02496,Store Credit,R019,300.00,,
Credit Sale,17.07.2010,02633,Store Credit,R017,129.00,,
Credit Sale,17.07.2010,02633,Store Credit,R017,"1,200.00",,
Credit Sale,17.07.2010,02722,Store Credit,R028,270.00,,
Credit Sale,17.07.2010,02911,Clinical Services,,300.00,,
Credit Sale,17.07.2010,02911,Clinical Services,,700.00,,
Credit Sale,17.07.2010,03006,Store Credit,R017,516.00,,
Credit Sale,17.07.2010,03188,Store Credit,R011,413.00,,
Credit Sale,18.07.2010,00380,Store Credit,R009,"1,420.00",,
Credit Sale,18.07.2010,00440,Store Credit,R014,290.00,,
Credit Sale,18.07.2010,00706,AIServices,,"1,000.00",,
Credit Sale,18.07.2010,00763,AIServices,,600.00,,
Credit Sale,18.07.2010,01526,Store Credit,R028,130.00,,
Credit Sale,18.07.2010,01896,Store Credit,R028,785.00,,
Credit Sale,18.07.2010,02604,Store Credit,R003,140.00,,
Credit Sale,18.07.2010,02745,Store Credit,R028,540.00,,
Credit Sale,18.07.2010,02855,Store Credit,R004,"1,715.00",,
Credit Sale,18.07.2010,02882,Store Credit,R028,540.00,,
Credit Sale,19.07.2010,00045,Store Credit,R014,"1,358.00",,
Credit Sale,19.07.2010,00060,Store Credit,R004,129.00,,
Credit Sale,19.07.2010,00329,Store Credit,R002,"1,100.00",,
Credit Sale,19.07.2010,00339,Store Credit,R002,"2,350.00",,
Credit Sale,19.07.2010,00650,Store Credit,R009,715.00,,
Credit Sale,19.07.2010,01060,Store Credit,R028,940.00,,
Credit Sale,19.07.2010,01110,Store Credit,R003,55.00,,
Credit Sale,19.07.2010,01122,AIServices,,"1,000.00",,
Credit Sale,19.07.2010,01167,Store Credit,R001,295.00,,
Credit Sale,19.07.2010,01252,Store Credit,R001,"3,395.00",,
Credit Sale,19.07.2010,01488,Store Credit,R019,"4,260.00",,
Credit Sale,19.07.2010,01568,AIServices,,600.00,,
Credit Sale,19.07.2010,01748,Clinical Services,,"2,300.00",,
Credit Sale,19.07.2010,01795,Store Credit,R002,"2,640.00",,
Credit Sale,19.07.2010,01867,Store Credit,R002,940.00,,
Credit Sale,19.07.2010,02113,Store Credit,R006,"1,420.00",,
Credit Sale,19.07.2010,02380,Store Credit,R002,"3,750.00",,
Credit Sale,19.07.2010,02604,Store Credit,R003,800.00,,
Credit Sale,19.07.2010,02633,Clinical Services,,650.00,,
Credit Sale,19.07.2010,02664,Store Credit,R019,"1,100.00",,
Credit Sale,19.07.2010,02850,Store Credit,R001,"1,720.00",,
Credit Sale,19.07.2010,02852,Store Credit,R002,"1,540.00",,
Credit Sale,19.07.2010,02957,Store Credit,R019,"3,355.00",,
Credit Sale,19.07.2010,02983,Store Credit,R011,"1,420.00",,
Credit Sale,20.07.2010,00045,Store Credit,R014,"1,420.00",,
Credit Sale,20.07.2010,00048,Store Credit,R002,"1,250.00",,
Credit Sale,20.07.2010,00108,Store Credit,R020,350.00,,
Credit Sale,20.07.2010,00233,Clinical Services,,"2,390.00",,
Credit Sale,20.07.2010,00236,Clinical Services,,"1,100.00",,
Credit Sale,20.07.2010,00423,Store Credit,R016,"1,100.00",,
Credit Sale,20.07.2010,00428,Store Credit,R009,"4,480.00",,
Credit Sale,20.07.2010,00428,Store Credit,R009,"1,160.00",,
